NumIters Seconds LearningRate loss
32950.0 30384.883485 1e-16 0.0920902
33000.0 30484.695035 1e-16 0.127411
33050.0 30527.424347 1e-16 0.102685
33100.0 30570.146482 1e-16 0.077481
33150.0 30612.873483 1e-16 0.121101
33200.0 30655.599716 1e-16 0.14249
33250.0 30698.325272 1e-16 0.18246
33300.0 30741.023212 1e-16 0.134762
33350.0 30783.747746 1e-16 0.0789696
33400.0 30826.473331 1e-16 0.07417
33450.0 30869.207672 1e-16 0.119649
33500.0 30911.919673 1e-16 0.0937952
33550.0 30954.630062 1e-16 0.0709007
33600.0 30997.367915 1e-16 0.168532
33650.0 31040.081518 1e-16 0.150872
33700.0 31082.80705 1e-16 0.118445
33750.0 31125.533387 1e-16 0.098295
33800.0 31168.256388 1e-16 0.0854389
33850.0 31210.968001 1e-16 0.0753955
33900.0 31253.678541 1e-16 0.091442
33950.0 31296.408248 1e-16 0.0844081
34000.0 31396.121804 1e-16 0.114414
34050.0 31438.836713 1e-16 0.106723
34100.0 31481.554607 1e-16 0.0729527
34150.0 31524.270268 1e-16 0.119427
34200.0 31566.980459 1e-16 0.136036
34250.0 31609.695848 1e-16 0.114489
34300.0 31652.39008 1e-16 0.0946124
34350.0 31695.095872 1e-16 0.0911276
34400.0 31737.813494 1e-16 0.0908358
34450.0 31780.547321 1e-16 0.102413
34500.0 31823.274623 1e-16 0.115011
34550.0 31865.974463 1e-16 0.0896082
34600.0 31908.676191 1e-16 0.0797882
34650.0 31951.40776 1e-16 0.0775121
34700.0 31994.14773 1e-16 0.0869284
34750.0 32036.871532 1e-16 0.0910819
34800.0 32079.602158 1e-16 0.131048
34850.0 32122.324698 1e-16 0.14099
34900.0 32165.030021 1e-16 0.113777
34950.0 32207.782345 1e-16 0.0991263
35000.0 32422.715475 1e-16 0.0969045
35050.0 32465.433431 1e-17 0.108334
35100.0 32508.152047 1e-17 0.0805621
35150.0 32550.856484 1e-17 0.0776099
35200.0 32593.550864 1e-17 0.0750086
35250.0 32636.253424 1e-17 0.135446
35300.0 32678.965732 1e-17 0.0907621
35350.0 32721.66882 1e-17 0.0933631
35400.0 32764.376231 1e-17 0.0983755
35450.0 32807.098028 1e-17 0.107734
35500.0 32849.826775 1e-17 0.0881871
35550.0 32892.534796 1e-17 0.0913571
35600.0 32935.240311 1e-17 0.118832
35650.0 32977.944392 1e-17 0.110766
35700.0 33020.648623 1e-17 0.109942
35750.0 33063.374861 1e-17 0.0541221
35800.0 33106.082918 1e-17 0.134502
35850.0 33148.814032 1e-17 0.102782
35900.0 33191.533321 1e-17 0.112596
35950.0 33234.241056 1e-17 0.109958
36000.0 33333.967894 1e-17 0.157036
36050.0 33376.66468 1e-17 0.11197
36100.0 33419.376438 1e-17 0.121433
36150.0 33462.053097 1e-17 0.0967157
36200.0 33504.7672 1e-17 0.085463
36250.0 33547.467723 1e-17 0.101446
36300.0 33590.178767 1e-17 0.0665255
36350.0 33632.88505 1e-17 0.0923527
36400.0 33675.601039 1e-17 0.0730049
36450.0 33718.299933 1e-17 0.0870461
36500.0 33761.025221 1e-17 0.0850263
36550.0 33803.724197 1e-17 0.105673
36600.0 33846.429513 1e-17 0.100162
36650.0 33889.118011 1e-17 0.0791836
36700.0 33931.841265 1e-17 0.130837
36750.0 33974.554364 1e-17 0.152995
36800.0 34017.259704 1e-17 0.0986693
36850.0 34059.988598 1e-17 0.121914
36900.0 34102.69888 1e-17 0.0733504
36950.0 34145.414604 1e-17 0.0933777
37000.0 34245.13231 1e-17 0.152523
37050.0 34287.824479 1e-17 0.0556138
37100.0 34330.525718 1e-17 0.132958
37150.0 34373.226816 1e-17 0.0961148
37200.0 34415.919189 1e-17 0.101244
37250.0 34458.643319 1e-17 0.0685628
37300.0 34501.347664 1e-17 0.0788011
37350.0 34544.063515 1e-17 0.0988794
37400.0 34586.783741 1e-17 0.143696
37450.0 34629.49109 1e-17 0.0965585
37500.0 34672.237808 1e-17 0.0954311
37550.0 34714.959056 1e-18 0.0750433
37600.0 34757.658855 1e-18 0.107868
37650.0 34800.362726 1e-18 0.0828786
37700.0 34843.078259 1e-18 0.0682509
37750.0 34885.775167 1e-18 0.116276
37800.0 34928.495001 1e-18 0.164614
37850.0 34971.214787 1e-18 0.114811
37900.0 35013.928231 1e-18 0.103799
37950.0 35056.642622 1e-18 0.0924853
38000.0 35156.361779 1e-18 0.101015
38050.0 35199.086931 1e-18 0.0961951
38100.0 35241.790105 1e-18 0.0936434
38150.0 35284.514776 1e-18 0.106198
38200.0 35327.24297 1e-18 0.127767
38250.0 35369.975681 1e-18 0.0748244
38300.0 35412.691911 1e-18 0.127924
38350.0 35455.427639 1e-18 0.132376
38400.0 35498.150836 1e-18 0.120754
38450.0 35540.869479 1e-18 0.0921813
38500.0 35583.585975 1e-18 0.118199
38550.0 35626.307567 1e-18 0.076201
38600.0 35669.031807 1e-18 0.100445
38650.0 35711.772244 1e-18 0.110021
38700.0 35754.472281 1e-18 0.0798959
38750.0 35797.194402 1e-18 0.108715
38800.0 35839.910961 1e-18 0.0664876
38850.0 35882.639236 1e-18 0.104935
38900.0 35925.352827 1e-18 0.0985759
38950.0 35968.057407 1e-18 0.147491
39000.0 36067.769698 1e-18 0.140804
39050.0 36110.487532 1e-18 0.0798024
39100.0 36153.226659 1e-18 0.116139
39150.0 36195.946855 1e-18 0.115106
39200.0 36238.657463 1e-18 0.126128
39250.0 36281.396436 1e-18 0.0709774
39300.0 36324.125621 1e-18 0.117553
39350.0 36366.832863 1e-18 0.092608
39400.0 36409.574142 1e-18 0.105793
39450.0 36452.294145 1e-18 0.106952
39500.0 36495.010674 1e-18 0.128546
39550.0 36537.721046 1e-18 0.0935639
39600.0 36580.430694 1e-18 0.0853948
39650.0 36623.146127 1e-18 0.0920663
39700.0 36665.871948 1e-18 0.124831
39750.0 36708.581126 1e-18 0.087744
39800.0 36751.312019 1e-18 0.111007
39850.0 36794.027185 1e-18 0.116815
39900.0 36836.738978 1e-18 0.0751147
39950.0 36879.453508 1e-18 0.0721408
